compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD
P1 Ta1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[108656]
P1 Ta3,133,<i>P</i>4<sub>2</sub>/<i>nbc</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[2451, 648178]"
P1 Ta3,86,<i>P</i>4<sub>2</sub>/<i>n</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[10125]
P1 Ta3,86,<i>P</i>4<sub>2</sub>/<i>n</i>,SM,ES,Line,[],[648186]
P1 Tb1,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[43600, 648193, 648194]"
P1 Tc3,82,<i>I</i>-4,trivial,LCEBR,None,[],[35116]
P1 Th1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[65140, 77847, 196746, 648200, 648202, 648205]"
P1 Ti1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[24337, 76025, 648215, 648229, 648231]"
P1 Ti3,86,<i>P</i>4<sub>2</sub>/<i>n</i>,SM,ES,Line,[],[648227]
P1 Tm1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[77850]
P1 Yb1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[57163, 77858, 656116]"
P1 Zr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[77860, 196964, 648315]"
P1 Zr1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[77861, 648314]"
P1 Zr3,86,<i>P</i>4<sub>2</sub>/<i>n</i>,trivial,LCEBR,None,[],"[43207, 68530, 648318]"
P2 Pa1,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[647903, 647905]"
P2 Pd1,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[48163]
P2 Pt1,205,<i>Pa</i>-3,trivial,LCEBR,None,[],"[15026, 43103, 71029, 74514, 602147, 647967, 647970, 647971]"
P2 Pt5,15,<i>C</i>2/<i>c</i>,TI,NLC,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[24327]
P2 Rh1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[42615, 174221, 174223, 174224, 174225, 174226, 174227, 174228]"
P2 Rh3,115,<i>P</i>-4<i>m</i>2,SM,ESFD,Point,[],[35626]
P2 Ru1,58,<i>Pnnm</i>,trivial,LCEBR,None,[],"[992, 42607, 42737, 648016, 648022]"
P2 Se5,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[74546]
P2 Si1,205,<i>Pa</i>-3,trivial,LCEBR,None,[],"[24333, 24800, 30333, 30692, 30693, 30694, 30695, 648131, 648132]"
P2 Si1,55,<i>Pbam</i>,trivial,LCEBR,None,[],[43098]
P2 Sr1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[429731]
P2 Th1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[648206]
P2 Ti1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[24351, 648232]"
P2 Zn1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}]",[43334]
P2 Zn1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[60011, 250015, 648308]"
P2 Zn1,92,<i>P</i>4<sub>1</sub>2<sub>1</sub>2,trivial,LCEBR,None,[],"[18137, 601257, 648309, 660225]"
P2 Zn1,96,<i>P</i>4<sub>3</sub>2<sub>1</sub>2,trivial,LCEBR,None,[],[250014]
P2 Zr1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[24352, 400334, 648316]"
P3 Pd7,146,<i>R</i>3,trivial,LCEBR,None,[],"[200055, 647919]"
P3 Re1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[647985]
P3 Rh1,204,<i>Im</i>-3,SM,ESFD,Point,[],"[23712, 647995, 647999]"
P3 Rh1,204,<i>Im</i>-3,trivial,LCEBR,None,[],[43724]
P3 Ru1,2,<i>P</i>-1,trivial,LCEBR,None,[],[62420]
P3 Sn1,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],"[16293, 648158]"
P3 Sn4,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[15014]
P3 Sr1,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[96543]
P3 Sr1,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[23628]
P3 Tc1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[35200]
P3 Tc2,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[41016]
P3 Tc2,2,<i>P</i>-1,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[41017]
P3 Ti4,220,<i>I</i>-43<i>d</i>,SM,ESFD,Point,[],[648219]
P3 Ti5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[24148]
P3 Ti5,62,<i>Pnma</i>,SM,ES,Plane,[],[648211]
P4 Pa3,220,<i>I</i>-43<i>d</i>,SM,ESFD,Point,[],"[647902, 647904]"
P4 Re3,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],"[43210, 48124]"
P4 Ru1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[648018]
P4 Ru1,2,<i>P</i>-1,trivial,LCEBR,None,[],[2492]
P4 Se4,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[74878]
P4 Sr3,43,<i>Fdd</i>2,trivial,LCEBR,None,[],[38321]
P4 Th3,220,<i>I</i>-43<i>d</i>,trivial,LCEBR,None,[],"[25724, 648198, 648207]"
P4 Ti7,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[648209]
P4 Zn1,92,<i>P</i>4<sub>1</sub>2<sub>1</sub>2,trivial,LCEBR,None,[],[40428]
P4 Zr7,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[40281]
P4 Zr7,12,<i>C</i>2/<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[648313]
P5 Tl1,26,<i>Pmc</i>2<sub>1</sub>,trivial,LCEBR,None,[],[15021]
P5 Yb1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,SM,ESFD,Point,[],[409179]
P6 Rb4,69,<i>Fmmm</i>,trivial,LCEBR,None,[],"[65184, 654296]"
P7 Pb1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[427804]
P7 Th1,19,<i>P</i>2<sub>1</sub>2<sub>1</sub>2<sub>1</sub>,SM,ES,Line,[],[63584]
Pb1 S1,221,<i>Pm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 5, 'name': 'z4mpi', 'htmlName': 'Z<sub>4&pi;</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[77865]
Pb1 S1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[62190, 62191, 62192, 250762, 648442, 648452]"
Pb1 S1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[38293, 53932, 63095, 193679, 600243, 603902, 648434, 648435, 648436, 648439, 648440, 648441, 648444, 648447, 648449, 648450, 648453, 657560]"
Pb1 S1,36,<i>Cmc</i>2<sub>1</sub>,trivial,LCEBR,None,[],[68969]
Pb1 S1,39,<i>Aem</i>2,trivial,LCEBR,None,[],[68701]
Pb1 S1,5,<i>C</i>2,trivial,LCEBR,None,[],[68712]
Pb1 S1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[648438, 648451]"
Pb1 S1,63,<i>Cmcm</i>,trivial,LCEBR,None,[],"[250761, 648448]"
Pb1 U1,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[105636]
Pb1 V3,223,<i>Pm</i>-3<i>n</i>,SM,ESFD,Point,[],"[105639, 196705]"
Pb2 Y1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[105640]
Pb3 U1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105637, 105638, 648645, 648649, 648650, 648651]"
Pb3 Y1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105641, 105642, 648658]"
Pb3 Y5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[648656]
Pd1 S1,84,<i>P</i>4<sub>2</sub>/<i>m</i>,trivial,LCEBR,None,[],"[26766, 61063, 648749, 648756]"
Pd1 S2,61,<i>Pbca</i>,trivial,LCEBR,None,[],"[16694, 648747, 648753]"
Pd1 V3,223,<i>Pm</i>-3<i>n</i>,SM,ESFD,Point,[],"[105739, 649092]"
Pd1 Y1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[169021]
Pd2 V1,71,<i>Immm</i>,SM,ESFD,Point,[],"[105741, 649096]"
Pd2 Y3,148,<i>R</i>-3,SM,ESFD,Point,[],[649100]
Pd3 U1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 11}]","[105737, 649080, 649085, 656100]"
Pd3 U1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[189925]
Pd3 V1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[105742, 659961]"
Pd4 S1,114,<i>P</i>-42<sub>1</sub><i>c</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]","[23865, 648755]"
Pd4 S1,114,<i>P</i>-42<sub>1</sub><i>c</i>,trivial,LCEBR,None,[],[648748]
Pd5 Y3,63,<i>Cmcm</i>,SM,ESFD,Point,[],[253477]
Po1 Y1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[20013]
Pr1 S1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[29400, 77930, 600633, 649248, 649252, 649254, 649256, 649257, 649263, 649270, 649271]"
Pr1 S2,62,<i>Pnma</i>,trivial,LCEBR,None,[],[418406]
Pr3 S4,220,<i>I</i>-43<i>d</i>,SM,ESFD,Point,[],"[649258, 649275]"
Pt1 S1,131,<i>P</i>4<sub>2</sub>/<i>mmc</i>,trivial,LCEBR,None,[],"[31131, 649537, 649541, 654379]"
Pt1 S2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],"[41375, 41388, 603737, 649534, 649542, 659963]"
Pt1 U1,63,<i>Cmcm</i>,trivial,LCEBR,None,[],"[105826, 649818]"
Pt1 V1,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[105835]
Pt1 V1,51,<i>Pmma</i>,SM,ESFD,Point,[],[649822]
Pt1 V3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[105836]
Pt1 V3,223,<i>Pm</i>-3<i>n</i>,SM,ESFD,Point,[],"[105837, 196975, 649821, 649824, 649827]"
Pt1 Y1,62,<i>Pnma</i>,SM,ES,Plane,[],[649850]
Pt1 Y2,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[649844]
Pt1 Y3,62,<i>Pnma</i>,SM,ES,Plane,[],[8016]
Pt2 V1,71,<i>Immm</i>,SM,ESFD,Point,[],"[649823, 649828, 649837]"
Pt2 W1,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[649841]
Pt2 Y1,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],"[105843, 105844, 649849, 649861]"
Pt3 U1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 4}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 4}]","[105833, 649804]"
Pt3 V1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[105840, 659970]"
Pt3 V1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105841, 649826]"
Pt3 Y1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105845, 105846, 649852, 649857]"
Pt3 Y5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[649842]
Pt3 Y7,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ESFD,Point,[],[649860]
Pt5 U1,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]","[649803, 649806, 649817]"
Pt8 V1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[180978, 180979]"
Pu1 S1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]","[31709, 105869, 649924, 649934]"
Pu1 S2,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[649932]
Ra1 S1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[77988]
Rb2 S1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[261443]
Rb2 S1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[29208]
Rb2 S1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[261444]
Rb2 S2,189,<i>P</i>-62<i>m</i>,trivial,LCEBR,None,[],[73176]
Rb2 S2,71,<i>Immm</i>,trivial,LCEBR,None,[],[73175]
Rb2 S3,36,<i>Cmc</i>2<sub>1</sub>,trivial,LCEBR,None,[],[14092]
Re1 S2,2,<i>P</i>-1,trivial,LCEBR,None,[],"[75459, 81814, 650077]"
Re2 U1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[105897]
Re2 U1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[601402, 650183, 650184]"
Re2 W1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[650203]
Re2 Y1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 4}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 4}]","[150517, 650202]"
Rh1 V1,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],"[105963, 650518]"
Rh1 V1,65,<i>Cmmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[650512]
Rh1 V3,223,<i>Pm</i>-3<i>n</i>,SM,ESFD,Point,[],"[105965, 650516, 650519, 650522]"
Rh1 Y1,221,<i>Pm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]","[105972, 105973, 650527, 650530, 650535, 650536, 650541]"
Rh2 S3,60,<i>Pbcn</i>,trivial,LCEBR,None,[],[15344]
Rh2 Y1,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],"[105974, 105975, 650531, 650533, 650538, 650540]"
Rh3 S4,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[410813]
Rh3 U1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105961, 105962, 187479, 650497, 650499, 650500, 650501, 650502]"
Rh3 V1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[105966, 105967, 650520]"
Rh3 W1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],"[105970, 196850]"
Rh3 Y1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[650532]
Rh3 Y7,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ES,Line,[],[650528]
Rh5 Y1,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[105977]
Ru1 S2,205,<i>Pa</i>-3,trivial,LCEBR,None,[],"[24186, 52374, 56019, 68472, 600680, 604472, 650577, 650579, 650581, 657507]"
Ru1 V1,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[106012, 106013, 650759]"
Ru1 V1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106010, 106011]"
Ru1 Y3,62,<i>Pnma</i>,SM,ES,Plane,[],[650772]
Ru2 Y1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[150516, 650775, 650778]"
Ru2 Y5,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[650770]
Ru3 U1,221,<i>Pm</i>-3<i>m</i>,SM,ES,Line,[],"[106008, 106009, 650749, 650750, 657430]"
S1 Sn1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[43409]
S1 Sn1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[52107, 651015]"
S1 Sn1,39,<i>Aem</i>2,trivial,LCEBR,None,[],"[67442, 79374]"
S1 Sn1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[24376, 30271, 41739, 41750, 52108, 106028, 106029, 106030, 650990, 650998, 651017, 651018, 651019, 651025, 656776]"
S1 Sn1,63,<i>Cmcm</i>,trivial,LCEBR,None,[],"[52106, 100672, 651004, 651020]"
S1 Sr1,221,<i>Pm</i>-3<i>m</i>,trivial,LCEBR,None,[],[52111]
S1 Sr1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],"[28900, 30239, 53941, 249177, 651054, 651056, 651059, 651060, 651061, 651062, 651068, 659132]"
S1 Ta1,187,<i>P</i>-6<i>m</i>2,SM,ESFD,Point,[],[52114]
S1 Ta6,2,<i>P</i>-1,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[202564]
S1 Tb1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43604, 52435, 651125]"
S1 Th1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[31707, 52120, 651158, 651160, 651161]"
S1 Ti1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[25561, 184500, 651179]"
S1 Ti1,187,<i>P</i>-6<i>m</i>2,SM,ES,Line,[],[52193]
S1 Ti1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[52121, 76036, 651192, 651197]"
S1 Tl1,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[52202, 651242]"
S1 Tl1,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[651241]
S1 Tl1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[52201]
S1 Tl2,146,<i>R</i>3,trivial,LCEBR,None,[],"[42550, 59735, 651235, 651238, 651245]"
S1 Tm1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52204, 106032, 603120, 651281]"
S1 Yb1,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[52219, 57492, 651416, 651425, 651441, 651442]"
S1 Zn1,156,<i>P</i>3<i>m</i>1,trivial,LCEBR,None,[],"[15740, 15741, 42799, 42836, 42837, 43068, 43069, 43070, 107133, 107134, 107137, 107138, 107139, 107140]"
S1 Zn1,160,<i>R</i>3<i>m</i>,trivial,LCEBR,None,[],"[37373, 37374, 37375, 76955, 107611]"
S1 Zn1,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],"[15477, 15478, 15736, 31061, 31076, 37391, 41489, 42798, 42800, 42833, 43392, 43597, 67453, 76896, 76954, 184810, 291063, 291066, 600513, 651446, 651449, 651452, 657411]"
S1 Zn1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[52223, 53943, 60378, 77082, 77090, 108733, 291064, 291065, 601048, 651445, 651451, 651454, 651455, 651457, 651458]"
S1 Zr1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],[24754]
S1 Zr1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[52224, 108732, 659985]"
S2 Si1,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],"[16952, 291214, 291215, 291216, 291217]"
S2 Si1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[291212]
S2 Si1,72,<i>Ibam</i>,trivial,LCEBR,None,[],"[26858, 27205, 29112, 291208, 291209, 291210, 291211]"
S2 Sn1,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],"[29012, 42566, 43004, 100610, 100611, 100612, 252197, 252198, 252199, 252200, 252201, 252202, 252203, 252204, 252205, 252206, 252207, 252208, 252209, 252210, 602283, 650992, 650993, 650996, 651010, 651013, 651022, 656779, 659217]"
S2 Sn1,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],[43003]
